Year,Month,Origin_Country,CustomsItem_2_Digits,CustomsItem_8_Digits,Exempt_CustomsItem,CustomsHouse,Quantity,Quantity_MeasurementUnitID,Quantity_MeasurementUnitName,TradeAgreementName,TermsOfSale,IsTradeAgreementWithQuota,NISCurrencyAmount,CurrencyCode,AutonomyTypeID,AutonomyType,GovernmentProcedureTypeName,GovernmentProcedureTypeEnglishName,IsPreferenceDocument,GeneralCustomsTax,PurchaseTax,VAT
2024,1,ES,84,84133090,,Ben Gurion Airport,1,1,Each,,DAP,0,1090.21,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,185
2024,1,ES,84,84133090,,Ben Gurion Airport,1,1,Each,,DDU,0,149.12,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,45
2024,1,ES,84,84133090,,Ben Gurion Airport,1,1,Each,EU,FOB,0,934.5,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,193
2024,1,ES,84,84138199,,Ashdod,30,1,Each,,FOB,0,474.48,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,84
2024,1,ES,84,84145991,,Ben Gurion Airport,1,1,Each,,FCA,0,483.52,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,102,108
2024,1,ES,84,84145991,,Ben Gurion Airport,5,1,Each,,EXW,0,2853.44,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,580,615
2024,1,ES,84,84149090,,Ashdod,200,6,Kilogram,,FOB,0,20540.19,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,3561
2024,1,FR,87,87083019,,Ashdod,121,1,Each,,FOB,0,19592.67,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,3388
2024,1,FR,87,87083019,,Ashdod,35,1,Each,EU,FCA,0,4290.43,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,784
2024,1,FR,87,87083093,,Ashdod,71,1,Each,EU,CFR,0,8742.88,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,1498
2024,1,FR,40,40169990,,Ben Gurion Airport,1,6,Kilogram,,DDP,0,36.37,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,6
2024,1,FR,42,42029100,,Ben Gurion Airport,16,6,Kilogram,EU,FCA,0,40279.68,ILS,,Israel,יבוא מסחרי,CommercialImport,1,0,0,6951
2024,1,FR,42,42029200,,Ashdod,10,6,Kilogram,,CFR,0,482.69,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,89
2024,1,FR,42,42050090,,Ben Gurion Airport,18,6,Kilogram,EU,FCA,0,3393.64,ILS,,Israel,יבוא מסחרי,CommercialImport,1,0,0,585
2024,1,FR,45,45031000,,Ben Gurion Airport,169,6,Kilogram,EU,EXW,0,16412.07,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,4474
2024,1,FR,46,46019300,,Ashdod,60,6,Kilogram,EU,FCA,0,472.42,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,90
2024,1,FR,48,48061000,,Ashdod,29349,6,Kilogram,EU,FOB,0,449298.72,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,79832
2024,1,DE,98,98033000,,Center,47,1,Each,,DDP,0,12411.89,USD,,Israel,יבוא אישי-בלדרים,HomeUseImportCourier,0,0,0,2552
2024,1,DE,98,98049900,,Ben Gurion Airport,2,1,Each,,DDU,0,3889.91,ILS,,Israel,יבוא אישי-בלדרים,HomeUseImportCourier,0,0,0,726
2024,1,DK,4,4051099,,Ashdod,19704,6,Kilogram,EU,CIP,0,455860.87,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,1,0,0,73541
2024,1,DK,4,4061099,,Haifa,47186,6,Kilogram,EU,CIP,0,1094595.3,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,188293
2024,1,DK,13,13022000,,Ben Gurion Airport,2,6,Kilogram,,EXW,0,325.8,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,59
2024,1,DK,17,17019990,,Ashdod,850000,6,Kilogram,,CFR,0,2629205.55,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,455046
2024,1,DK,18,18063100,,Ashdod,422.4,6,Kilogram,,FOB,0,22140.87,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,3914
2024,1,DK,21,21021000,,Ben Gurion Airport,150,6,Kilogram,EU,CIP,0,26527.66,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,5135
2024,1,DK,21,21021000,,Ben Gurion Airport,20,6,Kilogram,,DDU,0,883.23,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,374
2024,1,DK,22,22030090,,Ashdod,1545.48,12,Litre,,EXW,0,37689.61,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,4034,7560
2024,1,DK,29,29362800,-6120000000,Ben Gurion Airport,1,6,Kilogram,,DAP,0,3.67,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,0
2024,1,DK,29,29362900,-6120000000,Ben Gurion Airport,2,6,Kilogram,,DAP,0,7.35,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,0
2024,1,DK,30,30012000,,Ben Gurion Airport,51,6,Kilogram,,DDP,0,133655.93,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,23051
2024,1,DK,30,30049000,,Ben Gurion Airport,1,6,Kilogram,,FCA,0,4008.63,GBP,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1172
2024,1,DK,30,30049000,,Ben Gurion Airport,7020,6,Kilogram,,CPT,0,70217.01,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,11944
2024,1,FR,40,40169391,,Ashdod,112,6,Kilogram,EU,CPT,0,22423.83,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,4353,4595
2024,1,FR,40,40169391,,Ashdod,35,6,Kilogram,EU,FCA,0,1708.94,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,339,358
2024,1,FR,40,40169391,,Ashdod,40,6,Kilogram,EU,EXW,0,1309.83,USD,,Israel,יבוא מסחרי,CommercialImport,1,0,259,273
2024,1,FR,40,40169391,,Ben Gurion Airport,5,6,Kilogram,,CPT,0,119.62,EUR,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,1,0,25,25
2024,1,FR,40,40169391,,Ben Gurion Airport,7,6,Kilogram,,CFR,0,253.37,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,49,49
2024,1,FR,40,40169391,,Haifa,4,6,Kilogram,,CFR,0,604.87,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,120,127
2024,1,FR,40,40169399,,Ashdod,62,6,Kilogram,EU,EXW,0,18245.14,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,3190
2024,1,GB,87,87033390,,Ashdod,21,1,Each,UK,FOB,0,7071315.63,EUR,,Israel,"יבוא מסחרי-שח""מ",CommercialImportReleaseFromWarehouse,0,0,6878886,2388227
2024,1,GB,87,87034090,-73131000,Center,1,1,Each,UK,FOB,0,78469.71,EUR,,Israel,"יבוא מסחרי-שח""מ",CommercialImportReleaseFromWarehouse,1,29625,0,18892
2024,1,GB,87,87059060,,Haifa,1,1,Each,,FCA,0,364355.85,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,64201
2024,1,GB,87,87081090,,Ben Gurion Airport,2,1,Each,,FCA,0,695.08,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,171,181
2024,1,GB,87,87082990,,Ashdod,31,1,Each,,CPT,0,4010.04,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,781,824
2024,1,GB,87,87082990,,Ben Gurion Airport,1,1,Each,,DDU,0,495.47,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,172,182
2024,1,GB,87,87082990,,Ben Gurion Airport,38,1,Each,,EXW,0,23514.35,GBP,,Israel,יבוא מסחרי,CommercialImport,0,0,5791,6113
2024,1,GB,87,87082990,,Ben Gurion Airport,4,1,Each,,CIP,0,9346.66,GBP,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,1911,1898
2024,1,GB,87,87082990,,Ben Gurion Airport,5,1,Each,,CFR,0,249.82,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,48,52
2024,1,GB,87,87082990,-7319000000,Ashdod,532,1,Each,,CFR,0,54185.02,EUR,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,31740,14256
2024,1,GB,87,87083093,,Ben Gurion Airport,2,1,Each,,CPT,0,941.42,USD,,Israel,יבוא אישי,HomeUseImport,0,0,0,160
2024,1,GB,87,87083093,,Ben Gurion Airport,2,1,Each,,DDU,0,1638.75,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,305
2024,1,GB,87,87083099,,Ben Gurion Airport,5,1,Each,UK,EXW,0,1178.89,GBP,,Israel,יבוא מסחרי,CommercialImport,1,0,255,270
2024,1,GB,87,87084090,,Ben Gurion Airport,8,1,Each,,FOB,0,3400.29,GBP,,Israel,יבוא מסחרי,CommercialImport,0,0,672,709
2024,1,FR,33,33049990,,Ben Gurion Airport,348,6,Kilogram,,EXW,0,67460.86,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,13906
2024,1,DE,73,73083090,,Haifa,1,6,Kilogram,EU,CIF,0,9121.63,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1551
2024,1,DE,73,73084000,,Ashdod,20574.68,6,Kilogram,,CFR,0,313414.87,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,54106
2024,1,DE,87,87089990,,Ben Gurion Airport,3148,1,Each,,FCA,0,278766.18,USD,,Israel,יבוא מסחרי,CommercialImport,1,0,61244,64628
2024,1,DE,87,87141010,,Ben Gurion Airport,1,6,Kilogram,,EXW,0,1192.51,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,275,290
2024,1,DE,87,87141090,,Haifa,61,6,Kilogram,,CFR,0,6568.16,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,1301,1374
2024,1,DE,87,87149100,,Center,2,1,Each,,FOB,0,7759.89,EUR,,Israel,יבוא אישי,HomeUseImport,0,0,0,1392
2024,1,DE,87,87149900,,Ashdod,6,1,Each,,EXW,0,1971.86,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,362
2024,1,DE,87,87169020,,Ashdod,8,6,Kilogram,,FOB,0,11808.89,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2087
2024,1,DE,87,87169090,,Ben Gurion Airport,32.8,6,Kilogram,EU,FOB,0,1718.94,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,375
2024,1,DE,88,88021200,,Haifa,1,1,Each,,CIP,0,23485480.94,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,3992532
2024,1,DE,88,88072000,-4102000000,Ben Gurion Airport,208,6,Kilogram,,DAT,0,848811.41,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,0
2024,1,DE,90,90019090,,Ben Gurion Airport,2,6,Kilogram,,CIP,0,251090,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,42686
2024,1,DE,90,90019090,,Ben Gurion Airport,41.6,6,Kilogram,,FCA,0,286875.93,USD,,Israel,יבוא מסחרי,CommercialImport,1,0,0,49234
2024,1,DE,90,90019090,-6120000000,Ben Gurion Airport,2,6,Kilogram,,CPT,0,86.2,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,DE,90,90021900,,Ben Gurion Airport,1,6,Kilogram,,FOB,0,141882.32,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,24137
2024,1,DE,90,90029000,,Ben Gurion Airport,1,6,Kilogram,,CPT,0,270.93,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,46
2024,1,DE,90,90029000,,Ben Gurion Airport,2,6,Kilogram,EU,FCA,0,382.05,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,66
2024,1,CN,85,85122090,-6120000000,Ben Gurion Airport,18,1,Each,,EXW,0,74.64,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,CN,85,85123000,,Ashdod,4,1,Each,,CFR,0,483.49,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,82
2024,1,CN,85,85123000,,Ashdod,5,1,Each,,DAP,0,78.9,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,13
2024,1,CN,85,85123000,,Haifa,10,1,Each,,CIF,0,101.41,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,17
2024,1,CN,85,85124000,,Allenby,16,1,Each,,EXW,0,966.34,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,0,181
2024,1,DE,84,84425090,,Ben Gurion Airport,1,1,Each,,DDU,0,1745.89,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,432
2024,1,DE,84,84433200,,Ben Gurion Airport,5,1,Each,,DAP,0,27290.54,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,4640
2024,1,DE,84,84433900,,Ben Gurion Airport,1,1,Each,,DDU,0,894.65,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,158
2024,1,DE,84,84439190,,Ben Gurion Airport,1,1,Each,,FOB,0,10418.21,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1823
2024,1,EG,7,7108019,,Haifa,50,6,Kilogram,,CFR,0,94.24,USD,1,Judea and Samaria,"יבוא מסחרי-שח""מ-אוטונומיה",CommercialImportReleaseFromWarehouseAutonomy,0,14,0,18
2024,1,EG,7,7108040,,Allenby,11000,6,Kilogram,,EXW,0,18043.42,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,7590,0,4434
2024,1,EG,7,7108040,,Haifa,24000,6,Kilogram,,CFR,0,45237.06,USD,1,Judea and Samaria,"יבוא מסחרי-שח""מ-אוטונומיה",CommercialImportReleaseFromWarehouseAutonomy,0,16560,0,10359
2024,1,EG,7,7108040,,Haifa,72000,6,Kilogram,,CFR,0,111283.17,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,49680,0,27243
2024,1,EG,7,7108050,,Nitsana terminal,30640,6,Kilogram,,CFR,0,150348.36,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,0,24334
2024,1,EG,7,7108050,,Nitsana terminal,33600,6,Kilogram,,CIF,0,134466.83,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,0,21803
2024,1,EG,7,7108090,,Allenby,8000,6,Kilogram,,CFR,0,21580.65,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,4595,0,4236
2024,1,EG,7,7108090,,Nitsana terminal,117300,6,Kilogram,,CFR,0,468716.2,USD,,Israel,יבוא מסחרי,CommercialImport,0,99678,0,97635
2024,1,EG,8,8055090,,Ashdod,6400,6,Kilogram,,CFR,0,20550.32,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,1812,0,3914
2024,1,EG,12,12024290,,Haifa,25000,6,Kilogram,,CFR,0,215863.95,USD,,Israel,יבוא מסחרי,CommercialImport,0,44750,0,44997
2024,1,EG,12,12074000,,Ashdod,150000,6,Kilogram,,CIF,0,558302.63,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,98736
2024,1,EG,12,12119090,,Haifa,17750,6,Kilogram,,CFR,0,52473.1,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,0,8854
2024,1,EG,12,12119090,-6120000000,Ben Gurion Airport,1,6,Kilogram,,DDU,0,3.77,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,FR,61,61044900,,Ben Gurion Airport,1,1,Each,,DDP,0,4643.58,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,827
2024,1,FR,61,61046200,,Ben Gurion Airport,258,1,Each,,FOB,0,10779.03,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2102
2024,1,FR,61,61059000,,Ben Gurion Airport,37,1,Each,,EXW,0,1708.02,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,350
2024,1,CN,85,85177100,,Ben Gurion Airport,17,1,Each,,CIF,0,41.4,USD,1,Judea and Samaria,יבוא מסחרי-אוטונומיה,CommercialImportAutonomy,0,0,0,7
2024,1,CN,85,85177100,,Ben Gurion Airport,2,1,Each,,FOB,0,37.33,USD,,Israel,יבוא אישי-בלדרים,HomeUseImportCourier,0,0,0,7
2024,1,CN,85,85177100,,Ben Gurion Airport,400,1,Each,,EXW,0,2412.64,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,499
2024,1,CN,85,85177100,,Ben Gurion Airport,9015,1,Each,,CPT,0,11147.26,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1898
2024,1,CN,85,85177900,,Ben Gurion Airport,1,1,Each,,DDP,0,115.14,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,30
2024,1,CN,85,85177900,,Ben Gurion Airport,1,1,Each,,EXW,0,147.81,ILS,,Israel,יבוא מסחרי,CommercialImport,0,0,0,26
2024,1,DE,90,90181900,,Ben Gurion Airport,1,1,Each,,DDP,0,3746.64,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,656
2024,1,DE,90,90181900,,Ben Gurion Airport,11,1,Each,,FOB,0,31855.77,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,5499
2024,1,DE,90,90183140,,Ashdod,430,1,Each,EU,FOB,0,15881.26,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2790
2024,1,DE,90,90183190,,Ben Gurion Airport,2,1,Each,,EXW,0,1123.26,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,192
2024,1,DE,90,90183200,,Ben Gurion Airport,406.2,6,Kilogram,,EXW,0,117077.23,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,20512
2024,1,DE,90,90183990,,Ben Gurion Airport,50,1,Each,,CIP,0,3491.83,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,594
2024,1,DE,90,90184910,,Ben Gurion Airport,145,1,Each,,CIF,0,32704.54,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,5671
2024,1,DE,90,90184910,,Ben Gurion Airport,2,1,Each,,DDU,0,72.75,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,13
2024,1,DE,90,90184910,,Ben Gurion Airport,224,1,Each,,FCA,0,52721.24,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,9009
2024,1,DE,90,90184910,,Ben Gurion Airport,300,1,Each,,EXW,0,69857.19,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,11897
2024,1,DE,90,90184910,,Ben Gurion Airport,573,1,Each,EU,EXW,0,14017.04,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,2393
2024,1,DE,90,90185090,,Ben Gurion Airport,14,1,Each,,EXW,0,256608.68,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,46198
2024,1,DE,90,90185090,,Ben Gurion Airport,40,1,Each,,FCA,0,296743.15,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,50813
2024,1,DE,90,90185090,,Ben Gurion Airport,7,1,Each,,FOB,0,131682.47,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,23236
2024,1,DE,90,90189090,,Ben Gurion Airport,106,1,Each,,CIF,0,7288.28,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1297
2024,1,DE,49,49119990,,Ben Gurion Airport,1,6,Kilogram,,FOB,0,283.45,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,55
2024,1,FR,90,90219090,,Ben Gurion Airport,3,6,Kilogram,,FOB,0,34598.74,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,5950
2024,1,FR,90,90229000,,Ben Gurion Airport,2,6,Kilogram,,DAP,0,21150.97,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,3596
2024,1,FR,90,90251920,,Ben Gurion Airport,3,1,Each,,FCA,0,474.2,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,124,132
2024,1,FR,90,90259000,,Haifa,0.6,6,Kilogram,,FCA,0,38.54,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,7
2024,1,FR,90,90261090,,Ben Gurion Airport,11,1,Each,,CIF,0,63324.99,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,11328
2024,1,FR,90,90261090,,Ben Gurion Airport,69,1,Each,,EXW,0,119324.82,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,20602
2024,1,FR,90,90262020,,Ben Gurion Airport,2,1,Each,,DDU,0,281.17,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,1,0,67,70
2024,1,FR,90,90262090,,Ben Gurion Airport,1,1,Each,,FOB,0,876.66,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,172
2024,1,FR,90,90268090,,Ben Gurion Airport,81,1,Each,,EXW,0,98112.56,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,18044
2024,1,ES,84,84798959,,Ben Gurion Airport,2,6,Kilogram,,FOB,0,10516.58,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,1797
2024,1,ES,84,84798999,,Haifa,1,1,Each,EU,CIP,0,317496,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,57034
2024,1,ES,84,84799099,,Ben Gurion Airport,0.5,6,Kilogram,,DDU,0,256.43,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,45
2024,1,ES,84,84799099,,Ben Gurion Airport,1,6,Kilogram,,FOB,0,1798.44,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,409
2024,1,ES,84,84807100,,Ben Gurion Airport,1,6,Kilogram,,FOB,0,2700.21,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,461
2024,1,ES,84,84814090,,Ben Gurion Airport,3,6,Kilogram,EU,EXW,0,6474.1,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,1417
2024,1,ES,84,84814090,,Ben Gurion Airport,50,6,Kilogram,,EXW,0,2772.93,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,782
2024,1,ES,84,84818060,,Ashdod,3,6,Kilogram,,FOB,0,797.04,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,158,167
2024,1,ES,84,84818060,,Ben Gurion Airport,7,6,Kilogram,EU,FCA,0,1090.86,USD,,Israel,יבוא מסחרי,CommercialImport,1,0,237,250
2024,1,ES,84,84818091,,Ashdod,5,6,Kilogram,EU,EXW,0,274.68,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,50
2024,1,ES,84,84818091,,Ben Gurion Airport,10.16,6,Kilogram,,EXW,0,610.59,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,134
2024,1,ES,84,84818099,,Ashdod,100,6,Kilogram,,FCA,0,82304.59,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,14656
2024,1,ES,84,84818099,,Ashdod,313,6,Kilogram,EU,FOB,0,20277.07,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,3691
2024,1,DE,70,70109039,,Ashdod,1,6,Kilogram,,FCA,0,40548.08,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,7576
2024,1,DE,70,70109039,,Ashdod,22096,6,Kilogram,,FOB,0,143271.9,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,26498
2024,1,CN,84,84099160,,Ben Gurion Airport,2,6,Kilogram,,CPT,0,11.91,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,2
2024,1,CN,84,84099190,,Ashdod,57,6,Kilogram,,CFR,0,813.03,CNY,,Israel,יבוא מסחרי,CommercialImport,0,0,165,174
2024,1,CN,84,84099190,,Ben Gurion Airport,1,6,Kilogram,,DDP,0,2321.77,GBP,,Israel,יבוא אישי-בלדרים,HomeUseImportCourier,0,0,564,595
2024,1,CN,84,84099910,,Ben Gurion Airport,50,6,Kilogram,,DAT,0,292.16,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,53
2024,1,CN,84,84099990,,Ben Gurion Airport,1,6,Kilogram,,EXW,0,201.59,GBP,,Israel,יבוא מסחרי,CommercialImport,0,0,48,50
2024,1,CN,84,84099990,,Haifa,1,6,Kilogram,,CFR,0,587.63,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,115,121
2024,1,CN,84,84099990,,Haifa,3,6,Kilogram,,FOB,0,597.72,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,129,136
2024,1,CN,84,84119100,-2120000000,Ben Gurion Airport,1,6,Kilogram,,FCA,0,79182.5,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,0
2024,1,CN,84,84119900,,Ashdod,6.24,6,Kilogram,,DAP,0,69900.87,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,11883
2024,1,CN,84,84119900,,Ben Gurion Airport,9,6,Kilogram,,CIP,0,18.69,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,0,4
2024,1,CN,84,84122110,,Ben Gurion Airport,30,1,Each,,EXW,0,2925.8,GBP,,Israel,יבוא מסחרי,CommercialImport,0,0,635,670
2024,1,CN,84,84122190,,Haifa,66,1,Each,,EXW,0,23110.98,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,4089
2024,1,CN,84,84123100,,Ashdod,157,1,Each,,CIF,0,3594.73,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,781
2024,1,CN,84,84123100,,Ashdod,3056,1,Each,,FOB,0,71903.38,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,12605
2024,1,CN,84,84123100,,Ben Gurion Airport,132,1,Each,,EXW,0,89098.79,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,15535
2024,1,DE,90,90261020,,Ashdod,4,1,Each,,FOB,0,1431.31,EUR,,Israel,יבוא מסחרי,CommercialImport,0,0,282,297
2024,1,DE,90,90261020,,Ben Gurion Airport,4,1,Each,,FOB,0,91.37,JPY,,Israel,יבוא מסחרי,CommercialImport,0,0,30,32
2024,1,DE,90,90261020,,Ben Gurion Airport,59,1,Each,,EXW,0,13459.68,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,2793,2947
2024,1,DE,90,90261090,,Ben Gurion Airport,1,1,Each,,FCA,0,1163.53,EUR,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,205
2024,1,DE,90,90261090,,Ben Gurion Airport,4,1,Each,EU,CIP,0,62328.66,EUR,,Israel,יבוא מסחרי,CommercialImport,1,0,0,11126
2024,1,CN,85,85394900,-6120000000,Ben Gurion Airport,12,1,Each,,EXW,0,4.41,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,0
2024,1,CN,85,85395110,,Ashdod,100,1,Each,,FOB,0,449.6,USD,,Israel,יבוא אישי,HomeUseImport,0,0,0,79
2024,1,CN,85,85395110,,Ben Gurion Airport,3,1,Each,,FOB,0,863.9,USD,,Israel,יבוא מסחרי-בלדרים,CommercialImportCourier,0,0,0,151
2024,1,CN,85,85395200,,Ben Gurion Airport,413,1,Each,,FOB,0,19947.64,USD,,Israel,יבוא מסחרי,CommercialImport,0,0,0,3587
